MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA,price_per_sqft,tax_price_ratio,HOA_category
21806897,565000.0,85716,-110.927181,32.240442,0.2,5250.84,1985-01-01,5,4.0,3168.0,0.0,"Dishwasher, Double Sink, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless",0.0,"Carpet, Ceramic Tile, Concrete",0.0,178.34595959595958,0.009293522123893805,No HOA
21805217,560000.0,85719,-110.938424,32.239947,0.34,4022.0,1949-01-01,5,4.0,3353.0,1.0,"Dishwasher, Garbage Disposal, Oven: Gas?",3.0,"Carpet, Wood, Other: Brick",0.0,167.01461377870564,0.007182142857142857,No HOA
21807188,545000.0,85750,-110.87353,32.327581,0.21,5322.26,1988-01-01,3,3.0,2162.0,2.0,"Dishwasher, Electric Range, Garbage Disposal, Appliance Color: Stainless, Countertops: Granite, Microwave: Yes, Oven: Yes",1.0,"Ceramic Tile, Mexican Tile",240.0,252.08140610545792,0.009765614678899083,Medium
21803199,540000.0,85745,-111.040534,32.213907,0.47,5774.52,2002-01-01,3,4.0,3091.0,2.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Appliance Color: Black, Countertops: Granite",1.0,"Carpet, Natural Stone, Wood",24.0,174.70074409576188,0.010693555555555557,Low
21801438,555000.0,85750,-110.869859,32.314103,0.69,4326.92,1975-01-01,3,2.0,2479.0,2.0,"Dishwasher, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: ., Oven: .",0.0,"Carpet, Ceramic Tile",44.0,223.88059701492537,0.007796252252252252,Low
21807627,565000.0,85719,-110.936021,32.23463,0.17,2818.03,1936-01-01,5,3.0,2972.0,0.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless, Oven: Oven",2.0,"Ceramic Tile, Wood",0.0,190.10767160161507,0.00498766371681416,No HOA
21811282,570000.0,85750,-110.81205,32.280014,0.46,4266.13,1980-01-01,4,4.0,3129.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Quartz & Granite, Microwave: Drawer in Island, Oven: Duel Fuel",3.0,"Carpet, Ceramic Tile, Other: NEW Plank Tile",70.0,182.16682646212848,0.007484438596491228,Low
21805838,570000.0,85750,-110.85431,32.301308,0.29,5392.17,1990-01-01,3,2.0,2864.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Pantry: Closet, Refrigerator",1.0,Ceramic Tile,154.0,199.0223463687151,0.009459947368421052,Medium
21721827,548000.0,85749,-110.806255,32.264654,0.81,5518.16,2000-01-01,4,3.0,3061.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: Granite Tile",2.0,"Carpet, Ceramic Tile",105.0,179.0264619405423,0.01006963503649635,Medium
21801557,560000.0,85750,-110.851251,32.277008,0.81,7122.93,1993-01-01,3,4.0,3156.0,3.0,"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite",2.0,"Carpet, Ceramic Tile",0.0,177.43979721166033,0.012719517857142858,No HOA
21800386,575000.0,85749,-110.735536,32.26233,1.13,5524.41,2006-01-01,5,4.0,3453.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Profile GE, Oven: Profile GE",1.0,"Carpet, Ceramic Tile",0.0,166.5218650448885,0.009607669565217391,No HOA
21802549,546000.0,85755,-110.986124,32.444798,0.23,1288.81,2016-01-01,4,3.0,2625.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Double w/Convection",0.0,Ceramic Tile,135.0,208.0,0.0023604578754578753,Medium
21727440,550000.0,85743,-111.104319,32.332985,3.34,6842.67,2005-01-01,4,4.0,3142.0,3.0,"Double Sink, Garbage Disposal, Gas Range, Refrigerator",2.0,"Carpet, Ceramic Tile",0.0,175.04774029280713,0.012441218181818182,No HOA
21807819,560000.0,85718,-110.901601,32.291182,3.3,5201.63,1962-01-01,4,3.0,2948.0,4.0,"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Oven: Oven",3.0,"Carpet, Mexican Tile, Wood",5.0,189.9592944369064,0.009288625,Low
21800797,538000.0,85712,-110.886782,32.26183,0.65,4785.17,1957-01-01,3,3.0,3128.0,0.0,"Dishwasher, Gas Range, Refrigerator, Appliance Color: Stainless",1.0,Concrete,0.0,171.99488491048592,0.008894368029739776,No HOA
21806818,575000.0,85749,-110.737988,32.263461,1.0,5364.14,2006-01-01,4,4.0,3040.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Microwave: yes, Oven: yes",2.0,"Carpet, Ceramic Tile, Wood",0.0,189.14473684210526,0.009328939130434782,No HOA
21813190,568000.0,85750,-110.856652,32.320625,0.4,5205.83,1987-01-01,5,4.0,3280.0,3.0,"Dishwasher, Electric Range, Garbage Disposal, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",2.0,"Ceramic Tile, Laminate",38.55,173.17073170731706,0.00916519366197183,Low
21814654,543000.0,85750,-110.865424,32.2978,0.72,4772.0,1988-01-01,4,3.0,2742.0,3.0,"Dishwasher, Garbage Disposal, Appliance Color: Stainless, Microwave: stainless",2.0,"Carpet, Natural Stone, Wood",30.0,198.03063457330416,0.008788213627992633,Low
21819402,575000.0,85716,-110.926335,32.226495,0.38,3331.29,1932-01-01,4,4.0,2832.0,2.0,"Dishwasher, Double Sink, Electric Range, Pantry: Cabinet, Refrigerator, Appliance Color: Black, Microwave: Black, Oven: Black",2.0,"Ceramic Tile, Concrete, Wood",0.0,203.0367231638418,0.005793547826086956,No HOA
21801569,558000.0,85750,-110.852921,32.321666,0.15,4848.43,1998-01-01,3,3.0,2191.0,2.0,"Dishwasher, Electric Range, Appliance Color: Black",1.0,"Carpet, Ceramic Tile",107.0,254.6782291191237,0.008688942652329749,Medium
21811717,565000.0,85737,-110.997849,32.421307,0.18,6150.13,2005-01-01,5,5.0,4581.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: White, Countertops: Granite, Microwave: Built In, Oven: Built-in",1.0,"Carpet, Ceramic Tile",44.0,123.33551626282471,0.010885185840707965,Low
21818188,546000.0,85712,-110.87639,32.262883,0.31,6603.06,1991-01-01,3,3.0,2429.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Range",2.0,Ceramic Tile,33.0,224.78386167146974,0.012093516483516484,Low
21801379,567000.0,85704,-110.990132,32.31739,0.86,8146.41,2008-01-01,5,5.0,4020.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Wall, Oven: Wall",2.0,"Carpet, Natural Stone",0.0,141.044776119403,0.014367566137566137,No HOA
21811491,550000.0,85718,-110.955382,32.311684,1.0,5474.39,1984-01-01,4,4.0,3269.0,2.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Walk-In, Refrigerator, Water Purifier, Wet Bar, Countertops: Granite, Microwave: Yes, Oven: Yes",1.0,"Carpet, Ceramic Tile, Wood",5.0,168.247170388498,0.009953436363636364,Low
21814725,565000.0,85718,-110.905893,32.28437,2.35,3121.71,1976-01-01,3,3.0,2645.0,2.0,"Dishwasher, Double Sink, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless",1.0,"Carpet, Ceramic Tile, Concrete",0.0,213.61058601134215,0.005525150442477876,No HOA
21707594,535817.0,85701,-110.969475,32.208847,0.14,1655.39,2017-01-01,3,2.0,2000.0,0.0,Dishwasher,1.0,Concrete,0.0,267.9085,0.003089468979147732,No HOA
21806551,553000.0,85749,-110.751977,32.272649,1.0,4582.68,1987-01-01,4,5.0,4518.0,2.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Closet, Refrigerator, Reverse Osmosis, Countertops: granite, Microwave: built in, Oven: yes",2.0,"Carpet, Ceramic Tile, Concrete",0.0,122.39929172200088,0.008286943942133817,No HOA
21824556,540000.0,85745,-111.043189,32.277521,3.34,5698.5,2004-01-01,4,4.0,3258.0,9.0,"Compactor, Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Countertops: Granite",1.0,"Carpet, Ceramic Tile",0.0,165.74585635359117,0.010552777777777777,No HOA
21828656,550000.0,85718,-110.910695,32.319105,0.16,6353.19,2004-01-01,3,3.0,2462.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave, Oven: Oven",1.0,"Carpet, Ceramic Tile",157.0,223.39561332250204,0.011551254545454545,Medium
21830260,550000.0,85718,-110.883952,32.319877,1.04,4411.13,1970-01-01,3,3.0,2832.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite & Concrete, Microwave: Microwave, Oven: Oven",2.0,"Carpet, Natural Stone, Wood",20.83,194.2090395480226,0.008020236363636364,Low
21832846,535000.0,85750,-110.852498,32.290601,0.78,5818.0,1988-01-01,2,2.0,2766.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Microwave: Microwave, Oven: Oven",1.0,"Carpet, Ceramic Tile",131.0,193.42010122921187,0.010874766355140187,Medium
21900732,538725.0,85743,-111.096629,32.338934,3.3,6806.47,2013-01-01,5,4.0,3534.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",2.0,"Carpet, Ceramic Tile",0.0,152.44057724957554,0.012634405308831037,No HOA
21831704,550000.0,85739,-110.896435,32.53479,0.19,4641.28,2003-01-01,3,3.0,2895.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Black, Countertops: Granite, Microwave: Built-in, Oven: Built-in",2.0,"Carpet, Ceramic Tile",180.0,189.98272884283247,0.008438690909090909,Medium
21903994,575000.0,85750,-110.863923,32.29327,0.79,3675.63,1979-01-01,4,3.0,2426.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Advantium, Oven: Convection",2.0,"Carpet, Ceramic Tile, Wood",33.0,237.0156636438582,0.0063924,Low
21902288,530000.0,85749,-110.729719,32.264794,1.09,6058.48,1996-01-01,4,3.0,3675.0,3.0,"Compactor, Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Black, Countertops: Tile, Microwave: Black, Oven: Black",2.0,"Carpet, Ceramic Tile",37.0,144.21768707482994,0.01143109433962264,Low
21904911,567500.0,85750,-110.841888,32.316124,0.13,4269.54,1994-01-01,2,2.0,2204.0,2.0,"Dishwasher, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Countertops: Granite, Microwave: yes, Oven: yes",1.0,Ceramic Tile,325.0,257.486388384755,0.007523418502202643,High
21909519,567000.0,85719,-110.93893,32.235234,0.2,5036.83,1929-01-01,4,3.0,2318.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Prep Sink, Appliance Color: Stainless, Countertops: granite, Microwave: ., Oven: .",1.0,"Ceramic Tile, Wood",0.0,244.6074201898188,0.008883298059964727,No HOA
21907571,554000.0,85755,-110.983838,32.431258,0.53,4997.7,2002-01-01,4,3.0,2455.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Convection",2.0,"Carpet, Other: Travertine",0.0,225.66191446028515,0.009021119133574007,No HOA
21911122,575000.0,85718,-110.941678,32.33314,1.04,4684.67,1978-01-01,4,3.0,2615.0,2.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Above range, Oven: slide in",3.0,"Carpet, Mexican Tile",8.0,219.8852772466539,0.008147252173913044,Low
21910034,565000.0,85641,-110.800121,31.945523,1.0,3194.13,2008-01-01,5,4.0,3559.0,3.0,"Desk, Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: granite, Microwave: stainless, Oven: double",1.0,"Carpet, Ceramic Tile",170.0,158.7524585557741,0.005653327433628319,Medium
21910801,575000.0,85719,-110.939004,32.240398,0.26,3016.1,1934-01-01,3,3.0,2321.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless, Countertops: Tile",2.0,Mexican Tile,0.0,247.73804394657475,0.005245391304347826,No HOA
21906416,550000.0,85750,-110.852535,32.319957,0.0,4822.0,1997-01-01,2,3.0,2191.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Countertops: Granite",0.0,"Carpet, Ceramic Tile",117.0,251.02692834322227,0.008767272727272728,Medium
21914567,567000.0,85750,-110.872091,32.309736,1.06,4263.54,1988-01-01,4,3.0,2659.0,2.0,"Dishwasher, Double Sink, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite Slab, Microwave: built-in, Oven: Y",1.0,"Ceramic Tile, Natural Stone, Wood, Other: Travertine entry",43.0,213.2380594208349,0.007519470899470899,Low
21917843,582000.0,85718,-110.953046,32.315277,0.82,4830.0,1988-01-01,3,2.0,2768.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: corian, Oven: oven",2.0,"Carpet, Mexican Tile",70.0,210.2601156069364,0.00829896907216495,Low
21911872,565000.0,85750,-110.832078,32.293025,0.23,5972.15,2005-01-01,4,3.0,3010.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless built-In, Oven: Stainless Built-In",1.0,"Carpet, Other: Travertine Tile",101.0,187.7076411960133,0.010570176991150442,Medium
21923622,575000.0,85719,-110.937628,32.238214,0.22,2083.85,1952-01-01,4,3.0,2129.0,0.0,"# of Ovens: 1, Dishwasher, Freezer, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless, Countertops: Slate",0.0,"Concrete, Wood",0.0,270.07984969469237,0.003624086956521739,No HOA
21919082,540000.0,85749,-110.728992,32.262206,0.97,5662.41,1996-01-01,4,3.0,3650.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: White, Countertops: Granite, Microwave: Microwave, Oven: Oven",2.0,"Carpet, Ceramic Tile",5.0,147.94520547945206,0.010485944444444444,Low
21919141,555000.0,85755,-110.986706,32.447311,0.18,1314.15,2017-01-01,3,3.0,2654.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Countertops: Granite, Microwave: Built-in, Oven: Double",2.0,"Carpet, Ceramic Tile, Wood",135.0,209.1183119819141,0.002367837837837838,Medium
21910952,555000.0,85716,-110.929656,32.223477,0.21,4594.0,1955-01-01,5,3.0,2578.0,0.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Oven: Stainless",2.0,Concrete,0.0,215.28316524437548,0.008277477477477478,No HOA
21830062,571650.0,85745,-110.985754,32.218193,0.03,3186.79,2011-01-01,3,2.0,2024.0,0.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Microwave: Included, Oven: Italian",0.0,"Concrete, Mexican Tile",99.0,282.4357707509881,0.005574722295110645,Low
21812818,575000.0,85718,-110.947316,32.309842,0.79,5130.12,1987-01-01,4,4.0,3281.0,3.0,"Compactor, Desk, Dishwasher, Electric Range, Garbage Disposal, Indoor Grill, Island, Refrigerator, Water Purifier, Wet Bar, Appliance Color: Stainless, Countertops: tile, Microwave: yes, Oven: yes",3.0,"Carpet, Mexican Tile",5.0,175.25144772935082,0.008921947826086957,Low
21426128,575000.0,85755,-110.990367,32.454749,0.25,3758.98,2007-01-01,4,3.0,2779.0,3.0,"Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",52.0,206.90896005757466,0.0065373565217391304,Low
21613982,575000.0,85718,-110.885844,32.322515,1.08,4453.21,1970-01-01,4,3.0,3301.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Natural Stone, Wood",21.0,174.18963950318084,0.007744713043478261,Low
21632753,570000.0,85737,-110.980683,32.405023,1.46,6165.1,1985-01-01,4,4.0,3321.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",5.0,171.63504968383018,0.010815964912280703,Low
21618449,520000.0,85743,-111.095995,32.323659,3.19,5686.8,2009-01-01,4,3.0,3097.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Ceramic Tile, Wood",0.0,167.90442363577657,0.010936153846153847,No HOA
21208992,590000.0,85718,-110.923314,32.293568,0.0,6589.47,2002-01-01,5,4.0,3229.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",2.0,"Carpet, Concrete, Other",134.0,182.71910808299782,0.011168593220338984,Medium
21300468,651500.0,85718,-110.928289,32.285778,1.0,8385.87,2005-01-01,4,4.0,3666.0,3.0,Garbage Disposal,1.0,"Carpet, Natural Stone",0.0,177.71412984178943,0.01287163468917882,No HOA
21227521,525000.0,85712,-110.889125,32.258296,0.94,4696.0,1964-01-01,5,3.0,3258.0,0.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile, Mexican Tile, Other",0.0,161.14180478821362,0.008944761904761905,No HOA
21318531,560000.0,85755,-110.978895,32.456712,0.35,6452.74,2005-01-01,5,4.0,3991.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",80.0,140.31571034828363,0.01152275,Low
21708052,563000.0,85749,-110.744783,32.284633,1.07,4793.46,1996-01-01,5,4.0,3306.0,3.0,"Desk, Dishwasher, Double Sink, Gas Range, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite",2.0,"Carpet, Ceramic Tile, Laminate",0.0,170.29643073200242,0.008514138543516873,No HOA
21813206,570000.0,85750,-110.825284,32.316573,1.0,5531.0,2016-01-01,3,3.0,2369.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",3.0,"Concrete, Laminate, Natural Stone",0.0,240.60785141409877,0.009703508771929825,No HOA
21815979,569000.0,85755,-110.985141,32.430283,0.64,5838.14,2000-01-01,3,3.0,2589.0,3.5,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Silestone, Microwave: Built in, Oven: Built in",1.0,"Ceramic Tile, Concrete, Wood, Other: Dyed Concrete",39.0,219.7759752800309,0.010260351493848859,Low
21804224,564000.0,85646,-111.047891,31.599195,0.25,3229.0,2006-01-01,3,4.0,2746.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in, Oven: Single",1.0,"Ceramic Tile, Other: Hardwood",0.0,205.38965768390386,0.005725177304964539,No HOA
21826165,562500.0,85718,-110.888494,32.315596,0.81,4713.19,1966-01-01,4,4.0,2874.0,2.0,Dishwasher,1.0,"Carpet, Ceramic Tile",21.0,195.72025052192066,0.008379004444444444,Low
21902927,559200.0,85755,-110.987444,32.446325,0.27,4870.61,2017-01-01,3,3.0,3269.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Range",1.0,"Carpet, Ceramic Tile",135.0,171.06148669317835,0.008709960658082974,Medium
21807403,540000.0,85658,-111.109386,32.468527,0.27,1140.97,2018-01-01,3,4.0,2756.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in, Oven: Built-in",0.0,"Carpet, Ceramic Tile, Other: Carpet bedrooms only",45.0,195.93613933236574,0.0021129074074074075,Low
21900772,550000.0,85730,-110.745624,32.166658,3.34,5331.0,2002-01-01,4,4.0,3106.0,2.5,"Dishwasher, Double Sink, Gas Range, Island, Appliance Color: Stainless, Countertops: Tile, Microwave: Built In",2.0,Mexican Tile,0.0,177.07662588538312,0.009692727272727273,No HOA
21904958,565000.0,85755,-110.985314,32.446939,0.21,1288.0,2017-01-01,4,3.0,3029.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: convention, Oven: -",0.0,"Carpet, Ceramic Tile",135.0,186.53020798943547,0.002279646017699115,Medium
21830303,588864.0,85629,-110.937896,31.870977,2.29,323.17,2019-01-01,3,4.0,2757.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",1.0,"Carpet, Ceramic Tile",50.0,213.588683351469,0.0005488024399521791,Low
21327399,535000.0,85737,-110.970318,32.407739,0.37,5721.8,2004-01-01,4,3.0,3420.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",50.0,156.4327485380117,0.010694953271028037,Low
21317040,520000.0,85718,-110.924959,32.319878,0.2,3852.0,2002-01-01,2,2.0,2181.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0.0,"Ceramic Tile, Other",175.0,238.42274186153142,0.007407692307692308,Medium
21303339,575000.0,85739,-110.900962,32.513671,0.36,2921.92,2007-01-01,3,4.0,2468.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Ceramic Tile,140.0,232.98217179902755,0.0050816,Medium
21715624,555000.0,85718,-110.903274,32.32479,1.52,4650.79,1975-01-01,3,2.0,2539.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Ceramic Tile",0.0,218.58999606144152,0.008379801801801801,No HOA
21404886,555000.0,85718,-110.95766,32.318588,0.69,4110.66,1983-01-01,4,3.0,3288.0,2.0,"Dishwasher, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone, Wood",55.0,168.79562043795622,0.007406594594594595,Low
21607055,567000.0,85742,-111.083207,32.385621,3.31,5431.0,2005-01-01,5,3.0,2827.0,3.0,"Dishwasher, Garbage Disposal, Oven",1.0,"Carpet, Ceramic Tile",0.0,200.56597099398655,0.009578483245149911,No HOA
21829905,551000.0,85623,-110.91607,32.588073,0.21,2808.56,2015-01-01,3,4.0,2398.0,3.0,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Appliance Color: White, Countertops: Granite, Microwave: GE, Oven: GE",1.0,"Carpet, Ceramic Tile",225.21,229.7748123436197,0.0050972050816696915,Medium
21907261,574000.0,85749,-110.792536,32.28664,0.68,4850.22,2017-01-01,4,3.0,2607.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Microwave: yes, Oven: Double Wall ovens",1.0,"Carpet, Ceramic Tile",65.0,220.1764480245493,0.0084498606271777,Low
21716639,568882.0,85755,-110.984982,32.450588,0.26,900.22,2017-01-01,4,3.0,3580.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0.0,"Carpet, Ceramic Tile",134.0,158.90558659217876,0.0015824371310746341,Medium
21304970,573623.0,85658,-111.068943,32.435012,0.23,892.04,2013-01-01,4,3.0,2777.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,Concrete,39.0,206.56211739287,0.001555098034771967,Low
21803347,566200.0,85737,-110.970757,32.408844,0.47,5893.4,2003-01-01,3,3.0,2557.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Reverse Osmosis, Appliance Color: Stainless, Countertops: GRANITE, Oven: BUILT IN",2.0,"Carpet, Ceramic Tile",50.0,221.4313648807196,0.010408689509007417,Low
21400881,553000.0,85718,-110.894923,32.333743,0.8,4099.0,1977-01-01,5,4.0,3980.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Mexican Tile",5.0,138.94472361809045,0.007412296564195299,Low
21307872,502000.0,85641,-110.668461,32.096095,1.75,5151.54,2006-01-01,4,4.0,3272.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",65.0,153.4229828850856,0.01026203187250996,Low
21515409,572500.0,85749,-110.721937,32.244763,0.75,3826.0,2000-01-01,4,4.0,3160.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",0.0,181.17088607594937,0.00668296943231441,No HOA
21517244,545000.0,85745,-111.063705,32.30735,3.42,7407.36,1998-01-01,4,5.0,3402.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Ceramic Tile,0.0,160.19988242210465,0.013591486238532109,No HOA
21530710,571010.0,85658,-111.053989,32.437331,0.83,1510.01,2015-01-01,4,4.0,3595.0,4.0,"Dishwasher, Garbage Disposal, Microwave, Oven",0.0,"Carpet, Ceramic Tile",60.0,158.83449235048678,0.0026444545629673737,Low
21505274,520000.0,85716,-110.920526,32.229731,0.2,3266.42,1951-01-01,3,4.0,3276.0,1.0,"Dishwasher, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Mexican Tile",0.0,158.73015873015873,0.006281576923076924,No HOA
21531004,560000.0,85745,-111.040045,32.244034,2.34,5368.0,2003-01-01,4,3.0,2821.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",46.0,198.51116625310175,0.009585714285714286,Low
